image_path,bbox,class_id,class_name,width,height
/mnt/MCP/Deepface/data/expression/train/image/04659.jpg,"[36, 30, 67, 73]",0,Surprise,98,147
/mnt/MCP/Deepface/data/expression/train/image/03594.jpg,"[165, 146, 339, 384]",3,Happiness,518,777
/mnt/MCP/Deepface/data/expression/train/image/05403.jpg,"[360, 302, 745, 808]",4,Sadness,1118,1677
/mnt/MCP/Deepface/data/expression/train/image/07452.jpg,"[159, 137, 316, 345]",3,Happiness,494,741
/mnt/MCP/Deepface/data/expression/train/image/06608.jpg,"[129, 108, 325, 385]",3,Happiness,507,761
/mnt/MCP/Deepface/data/expression/train/image/05567.jpg,"[37, 5, 101, 84]",3,Happiness,112,169
/mnt/MCP/Deepface/data/expression/train/image/07536.jpg,"[225, 151, 427, 436]",3,Happiness,580,871
/mnt/MCP/Deepface/data/expression/train/image/00557.jpg,"[106, 88, 213, 223]",4,Sadness,321,482
/mnt/MCP/Deepface/data/expression/train/image/02506.jpg,"[390, 304, 833, 898]",3,Happiness,1156,1735
/mnt/MCP/Deepface/data/expression/train/image/04491.jpg,"[57, 44, 113, 123]",4,Sadness,165,248
/mnt/MCP/Deepface/data/expression/train/image/00433.jpg,"[219, 195, 491, 525]",3,Happiness,722,1083
/mnt/MCP/Deepface/data/expression/train/image/04989.jpg,"[95, 81, 218, 238]",3,Happiness,318,477
/mnt/MCP/Deepface/data/expression/train/image/01669.jpg,"[44, 35, 87, 94]",3,Happiness,129,194
/mnt/MCP/Deepface/data/expression/train/image/03638.jpg,"[202, 102, 603, 661]",0,Surprise,812,1218
/mnt/MCP/Deepface/data/expression/train/image/02462.jpg,"[13, 10, 39, 46]",0,Surprise,55,83
/mnt/MCP/Deepface/data/expression/train/image/03364.jpg,"[82, 63, 218, 212]",3,Happiness,288,432
/mnt/MCP/Deepface/data/expression/train/image/01335.jpg,"[36, 33, 74, 80]",3,Happiness,112,169
/mnt/MCP/Deepface/data/expression/train/image/05397.jpg,"[239, 177, 663, 691]",3,Happiness,942,1414
/mnt/MCP/Deepface/data/expression/train/image/03200.jpg,"[65, 53, 137, 144]",3,Happiness,198,297
/mnt/MCP/Deepface/data/expression/train/image/01251.jpg,"[336, 254, 682, 706]",4,Sadness,914,1372
/mnt/MCP/Deepface/data/expression/train/image/06230.jpg,"[53, 42, 126, 140]",3,Happiness,184,276
/mnt/MCP/Deepface/data/expression/train/image/04261.jpg,"[244, 200, 498, 537]",3,Happiness,734,1101
/mnt/MCP/Deepface/data/expression/train/image/01099.jpg,"[216, 202, 434, 518]",0,Surprise,693,1040
/mnt/MCP/Deepface/data/expression/train/image/06354.jpg,"[158, 114, 335, 370]",0,Surprise,474,712
/mnt/MCP/Deepface/data/expression/train/image/04305.jpg,"[68, 62, 167, 201]",2,Disgust,266,399
/mnt/MCP/Deepface/data/expression/train/image/02292.jpg,"[291, 274, 660, 731]",0,Surprise,1016,1524
/mnt/MCP/Deepface/data/expression/train/image/08396.jpg,"[35, 31, 72, 80]",3,Happiness,105,158
/mnt/MCP/Deepface/data/expression/train/image/11543.jpg,"[99, 75, 177, 193]",6,Neutral,273,409
/mnt/MCP/Deepface/data/expression/train/image/10719.jpg,"[196, 136, 403, 455]",6,Neutral,603,905
/mnt/MCP/Deepface/data/expression/train/image/11427.jpg,"[193, 200, 380, 449]",6,Neutral,650,975
/mnt/MCP/Deepface/data/expression/train/image/09304.jpg,"[191, 119, 885, 945]",1,Fear,1102,1654
/mnt/MCP/Deepface/data/expression/train/image/09260.jpg,"[51, 46, 95, 102]",1,Fear,146,219
/mnt/MCP/Deepface/data/expression/train/image/07021.jpg,"[603, 567, 1422, 1399]",4,Sadness,2019,3028
/mnt/MCP/Deepface/data/expression/train/image/05070.jpg,"[503, 369, 1101, 1182]",4,Sadness,1555,2332
/mnt/MCP/Deepface/data/expression/train/image/07145.jpg,"[155, 145, 338, 370]",5,Anger,520,781
/mnt/MCP/Deepface/data/expression/train/image/00288.jpg,"[71, 64, 167, 154]",4,Sadness,232,348
/mnt/MCP/Deepface/data/expression/train/image/05114.jpg,"[41, 29, 80, 85]",4,Sadness,120,180
/mnt/MCP/Deepface/data/expression/train/image/03083.jpg,"[39, 34, 78, 87]",3,Happiness,117,176
/mnt/MCP/Deepface/data/expression/train/image/02175.jpg,"[48, 47, 102, 118]",3,Happiness,158,237
/mnt/MCP/Deepface/data/expression/train/image/00124.jpg,"[255, 251, 592, 650]",3,Happiness,894,1336
/mnt/MCP/Deepface/data/expression/train/image/04186.jpg,"[79, 57, 160, 164]",0,Surprise,218,327
/mnt/MCP/Deepface/data/expression/train/image/02011.jpg,"[374, 295, 779, 852]",0,Surprise,1125,1688
/mnt/MCP/Deepface/data/expression/train/image/00040.jpg,"[21, 14, 51, 50]",4,Sadness,71,106
/mnt/MCP/Deepface/data/expression/train/image/08115.jpg,"[101, 82, 199, 214]",3,Happiness,309,464
/mnt/MCP/Deepface/data/expression/train/image/08071.jpg,"[157, 141, 336, 351]",3,Happiness,489,734
/mnt/MCP/Deepface/data/expression/train/image/10882.jpg,"[95, 70, 184, 185]",6,Neutral,256,385
/mnt/MCP/Deepface/data/expression/train/image/11974.jpg,"[297, 246, 553, 592]",6,Neutral,832,1248
/mnt/MCP/Deepface/data/expression/train/image/09187.jpg,"[55, 47, 107, 117]",1,Fear,158,237
/mnt/MCP/Deepface/data/expression/train/image/10752.jpg,"[30, 26, 58, 59]",6,Neutral,84,126
/mnt/MCP/Deepface/data/expression/train/image/11508.jpg,"[78, 65, 159, 173]",6,Neutral,249,374
/mnt/MCP/Deepface/data/expression/train/image/11810.jpg,"[171, 155, 361, 373]",6,Neutral,526,789
/mnt/MCP/Deepface/data/expression/train/image/10636.jpg,"[180, 170, 526, 568]",6,Neutral,740,1111
/mnt/MCP/Deepface/data/expression/train/image/10417.jpg,"[106, 93, 213, 233]",6,Neutral,316,475
/mnt/MCP/Deepface/data/expression/train/image/08098.jpg,"[143, 92, 372, 418]",3,Happiness,549,824
/mnt/MCP/Deepface/data/expression/train/image/11729.jpg,"[52, 36, 112, 114]",6,Neutral,158,237
/mnt/MCP/Deepface/data/expression/train/image/10573.jpg,"[474, 417, 1048, 1165]",6,Neutral,1533,2300
/mnt/MCP/Deepface/data/expression/train/image/08250.jpg,"[281, 238, 606, 672]",4,Sadness,900,1350
/mnt/MCP/Deepface/data/expression/train/image/11485.jpg,"[41, 35, 59, 59]",6,Neutral,95,143
/mnt/MCP/Deepface/data/expression/train/image/08334.jpg,"[97, 87, 192, 206]",3,Happiness,292,439
/mnt/MCP/Deepface/data/expression/train/image/00261.jpg,"[78, 54, 191, 217]",0,Surprise,264,396
/mnt/MCP/Deepface/data/expression/train/image/02230.jpg,"[146, 77, 357, 369]",3,Happiness,485,728
/mnt/MCP/Deepface/data/expression/train/image/00305.jpg,"[45, 39, 91, 88]",4,Sadness,129,194
/mnt/MCP/Deepface/data/expression/train/image/06292.jpg,"[269, 178, 537, 549]",3,Happiness,744,1116
/mnt/MCP/Deepface/data/expression/train/image/02354.jpg,"[354, 187, 922, 967]",3,Happiness,1264,1896
/mnt/MCP/Deepface/data/expression/train/image/05099.jpg,"[46, 44, 103, 121]",5,Anger,160,241
/mnt/MCP/Deepface/data/expression/train/image/05335.jpg,"[442, 348, 973, 1005]",0,Surprise,1394,2091
/mnt/MCP/Deepface/data/expression/train/image/07364.jpg,"[178, 140, 398, 414]",5,Anger,564,846
/mnt/MCP/Deepface/data/expression/train/image/05251.jpg,"[28, 26, 63, 70]",3,Happiness,96,144
/mnt/MCP/Deepface/data/expression/train/image/01397.jpg,"[243, 245, 484, 571]",5,Anger,768,1152
/mnt/MCP/Deepface/data/expression/train/image/07200.jpg,"[38, 29, 76, 81]",3,Happiness,110,165
/mnt/MCP/Deepface/data/expression/train/image/09041.jpg,"[84, 71, 178, 189]",0,Surprise,242,363
/mnt/MCP/Deepface/data/expression/train/image/10694.jpg,"[34, 25, 60, 62]",6,Neutral,88,133
/mnt/MCP/Deepface/data/expression/train/image/09125.jpg,"[248, 224, 562, 678]",4,Sadness,921,1382
/mnt/MCP/Deepface/data/expression/train/image/11606.jpg,"[104, 87, 206, 226]",6,Neutral,302,453
/mnt/MCP/Deepface/data/expression/train/image/10820.jpg,"[53, 50, 113, 130]",6,Neutral,180,270
/mnt/MCP/Deepface/data/expression/train/image/09289.jpg,"[335, 226, 663, 718]",1,Fear,900,1350
/mnt/MCP/Deepface/data/expression/train/image/10538.jpg,"[38, 41, 70, 81]",6,Neutral,112,169
/mnt/MCP/Deepface/data/expression/train/image/11762.jpg,"[95, 77, 189, 222]",6,Neutral,297,446
/mnt/MCP/Deepface/data/expression/train/image/10944.jpg,"[230, 256, 522, 609]",6,Neutral,811,1216
/mnt/MCP/Deepface/data/expression/train/image/04124.jpg,"[309, 241, 626, 690]",4,Sadness,900,1350
/mnt/MCP/Deepface/data/expression/train/image/06175.jpg,"[74, 76, 193, 199]",3,Happiness,279,419
/mnt/MCP/Deepface/data/expression/train/image/04040.jpg,"[92, 76, 179, 185]",4,Sadness,252,378
/mnt/MCP/Deepface/data/expression/train/image/00186.jpg,"[123, 125, 268, 313]",2,Disgust,434,651
/mnt/MCP/Deepface/data/expression/train/image/06011.jpg,"[95, 85, 218, 242]",0,Surprise,324,486
/mnt/MCP/Deepface/data/expression/train/image/01070.jpg,"[263, 249, 608, 666]",4,Sadness,911,1367
/mnt/MCP/Deepface/data/expression/train/image/03021.jpg,"[216, 198, 448, 492]",4,Sadness,672,1008
/mnt/MCP/Deepface/data/expression/train/image/01114.jpg,"[36, 29, 70, 73]",3,Happiness,100,151
/mnt/MCP/Deepface/data/expression/train/image/07083.jpg,"[347, 290, 689, 768]",4,Sadness,1046,1569
/mnt/MCP/Deepface/data/expression/train/image/04288.jpg,"[197, 137, 377, 383]",4,Sadness,558,838
/mnt/MCP/Deepface/data/expression/train/image/03145.jpg,"[40, 32, 79, 86]",3,Happiness,110,165
/mnt/MCP/Deepface/data/expression/train/image/02643.jpg,"[260, 101, 560, 503]",4,Sadness,691,1037
/mnt/MCP/Deepface/data/expression/train/image/01834.jpg,"[200, 114, 422, 413]",4,Sadness,597,896
/mnt/MCP/Deepface/data/expression/train/image/03419.jpg,"[110, 95, 249, 262]",3,Happiness,362,543
/mnt/MCP/Deepface/data/expression/train/image/01448.jpg,"[154, 142, 397, 420]",4,Sadness,586,879
/mnt/MCP/Deepface/data/expression/train/image/06785.jpg,"[282, 254, 643, 670]",4,Sadness,945,1418
/mnt/MCP/Deepface/data/expression/train/image/03865.jpg,"[337, 260, 728, 751]",5,Anger,996,1494
/mnt/MCP/Deepface/data/expression/train/image/00612.jpg,"[291, 274, 578, 654]",4,Sadness,928,1393
/mnt/MCP/Deepface/data/expression/train/image/01950.jpg,"[486, 369, 1141, 1194]",3,Happiness,1627,2440
/mnt/MCP/Deepface/data/expression/train/image/02727.jpg,"[62, 58, 139, 155]",3,Happiness,211,316
/mnt/MCP/Deepface/data/expression/train/image/05896.jpg,"[215, 136, 547, 587]",3,Happiness,744,1116
/mnt/MCP/Deepface/data/expression/train/image/00776.jpg,"[70, 55, 152, 184]",5,Anger,228,342
/mnt/MCP/Deepface/data/expression/train/image/03901.jpg,"[248, 248, 652, 741]",5,Anger,981,1472
/mnt/MCP/Deepface/data/expression/train/image/07717.jpg,"[98, 69, 215, 233]",3,Happiness,304,457
/mnt/MCP/Deepface/data/expression/train/image/04960.jpg,"[79, 81, 208, 256]",3,Happiness,353,530
/mnt/MCP/Deepface/data/expression/train/image/01680.jpg,"[156, 135, 341, 348]",3,Happiness,501,752
/mnt/MCP/Deepface/data/expression/train/image/06931.jpg,"[74, 60, 160, 171]",4,Sadness,223,334
/mnt/MCP/Deepface/data/expression/train/image/05746.jpg,"[53, 41, 124, 127]",4,Sadness,178,267
/mnt/MCP/Deepface/data/expression/train/image/06429.jpg,"[101, 78, 216, 220]",3,Happiness,312,468
/mnt/MCP/Deepface/data/expression/train/image/04804.jpg,"[87, 54, 195, 197]",4,Sadness,242,363
/mnt/MCP/Deepface/data/expression/train/image/07673.jpg,"[173, 153, 345, 389]",5,Anger,525,788
/mnt/MCP/Deepface/data/expression/train/image/02993.jpg,"[217, 197, 439, 457]",4,Sadness,645,968
/mnt/MCP/Deepface/data/expression/train/image/05622.jpg,"[138, 92, 297, 310]",3,Happiness,408,612
/mnt/MCP/Deepface/data/expression/train/image/06855.jpg,"[117, 84, 298, 319]",4,Sadness,417,625
/mnt/MCP/Deepface/data/expression/train/image/04478.jpg,"[255, 211, 599, 620]",4,Sadness,851,1277
/mnt/MCP/Deepface/data/expression/train/image/12035.jpg,"[34, 36, 58, 64]",6,Neutral,94,141
/mnt/MCP/Deepface/data/expression/train/image/10064.jpg,"[64, 45, 145, 149]",6,Neutral,197,294
/mnt/MCP/Deepface/data/expression/train/image/08897.jpg,"[56, 46, 112, 123]",3,Happiness,165,248
/mnt/MCP/Deepface/data/expression/train/image/12151.jpg,"[259, 207, 485, 520]",6,Neutral,710,1065
/mnt/MCP/Deepface/data/expression/train/image/10100.jpg,"[341, 296, 715, 779]",6,Neutral,1090,1636
/mnt/MCP/Deepface/data/expression/train/image/09805.jpg,"[92, 79, 186, 197]",6,Neutral,271,406
/mnt/MCP/Deepface/data/expression/train/image/09479.jpg,"[106, 112, 231, 291]",2,Disgust,408,612
/mnt/MCP/Deepface/data/expression/train/image/08623.jpg,"[427, 285, 942, 953]",4,Sadness,1373,2060
/mnt/MCP/Deepface/data/expression/train/image/09961.jpg,"[333, 263, 675, 719]",6,Neutral,998,1497
/mnt/MCP/Deepface/data/expression/train/image/11192.jpg,"[328, 255, 852, 889]",6,Neutral,1204,1806
/mnt/MCP/Deepface/data/expression/train/image/08747.jpg,"[213, 185, 466, 537]",3,Happiness,734,1101
/mnt/MCP/Deepface/data/expression/train/image/06506.jpg,"[105, 107, 212, 257]",0,Surprise,381,572
/mnt/MCP/Deepface/data/expression/train/image/00491.jpg,"[65, 55, 141, 158]",3,Happiness,218,327
/mnt/MCP/Deepface/data/expression/train/image/04557.jpg,"[75, 56, 174, 195]",4,Sadness,249,374
/mnt/MCP/Deepface/data/expression/train/image/07638.jpg,"[45, 36, 114, 124]",3,Happiness,162,244
/mnt/MCP/Deepface/data/expression/train/image/06462.jpg,"[39, 30, 83, 90]",3,Happiness,122,183
/mnt/MCP/Deepface/data/expression/train/image/04433.jpg,"[47, 34, 94, 100]",5,Anger,132,198
/mnt/MCP/Deepface/data/expression/train/image/05669.jpg,"[128, 107, 285, 302]",3,Happiness,403,604
/mnt/MCP/Deepface/data/expression/train/image/00989.jpg,"[103, 84, 227, 237]",2,Disgust,324,487
/mnt/MCP/Deepface/data/expression/train/image/03452.jpg,"[22, 19, 59, 59]",3,Happiness,84,127
/mnt/MCP/Deepface/data/expression/train/image/02608.jpg,"[76, 61, 146, 158]",0,Surprise,218,327
/mnt/MCP/Deepface/data/expression/train/image/07594.jpg,"[33, 32, 59, 67]",0,Surprise,96,144
/mnt/MCP/Deepface/data/expression/train/image/00659.jpg,"[96, 77, 191, 212]",4,Sadness,285,428
/mnt/MCP/Deepface/data/expression/train/image/01403.jpg,"[70, 50, 140, 149]",3,Happiness,199,298
/mnt/MCP/Deepface/data/expression/train/image/03536.jpg,"[32, 26, 92, 102]",0,Surprise,127,190
/mnt/MCP/Deepface/data/expression/train/image/01567.jpg,"[47, 42, 97, 101]",3,Happiness,141,212
/mnt/MCP/Deepface/data/expression/train/image/08668.jpg,"[88, 75, 169, 184]",3,Happiness,249,374
/mnt/MCP/Deepface/data/expression/train/image/09432.jpg,"[102, 88, 173, 190]",2,Disgust,272,409
/mnt/MCP/Deepface/data/expression/train/image/10383.jpg,"[74, 58, 144, 152]",6,Neutral,213,320
/mnt/MCP/Deepface/data/expression/train/image/09556.jpg,"[102, 88, 197, 214]",2,Disgust,301,452
/mnt/MCP/Deepface/data/expression/train/image/11275.jpg,"[206, 170, 444, 476]",6,Neutral,651,977
/mnt/MCP/Deepface/data/expression/train/image/11311.jpg,"[150, 105, 294, 320]",6,Neutral,442,663
/mnt/MCP/Deepface/data/expression/train/image/11753.jpg,"[47, 41, 100, 116]",6,Neutral,158,237
/mnt/MCP/Deepface/data/expression/train/image/10509.jpg,"[32, 32, 59, 66]",6,Neutral,91,136
/mnt/MCP/Deepface/data/expression/train/image/10975.jpg,"[19, 16, 37, 42]",6,Neutral,57,85
/mnt/MCP/Deepface/data/expression/train/image/08186.jpg,"[120, 119, 237, 263]",0,Surprise,386,579
/mnt/MCP/Deepface/data/expression/train/image/11637.jpg,"[32, 32, 60, 67]",6,Neutral,96,144
/mnt/MCP/Deepface/data/expression/train/image/10811.jpg,"[278, 185, 514, 499]",6,Neutral,681,1022
/mnt/MCP/Deepface/data/expression/train/image/09114.jpg,"[222, 162, 450, 482]",3,Happiness,692,1039
/mnt/MCP/Deepface/data/expression/train/image/09070.jpg,"[88, 66, 178, 182]",3,Happiness,249,374
/mnt/MCP/Deepface/data/expression/train/image/11883.jpg,"[67, 59, 168, 183]",6,Neutral,251,376
/mnt/MCP/Deepface/data/expression/train/image/01125.jpg,"[149, 113, 355, 370]",3,Happiness,498,747
/mnt/MCP/Deepface/data/expression/train/image/03174.jpg,"[351, 234, 862, 927]",3,Happiness,1167,1751
/mnt/MCP/Deepface/data/expression/train/image/01041.jpg,"[50, 38, 98, 106]",3,Happiness,150,226
/mnt/MCP/Deepface/data/expression/train/image/05187.jpg,"[32, 25, 57, 59]",3,Happiness,84,126
/mnt/MCP/Deepface/data/expression/train/image/03010.jpg,"[85, 54, 167, 165]",3,Happiness,218,327
/mnt/MCP/Deepface/data/expression/train/image/04071.jpg,"[169, 157, 332, 345]",3,Happiness,468,702
/mnt/MCP/Deepface/data/expression/train/image/06020.jpg,"[129, 24, 402, 339]",5,Anger,428,642
/mnt/MCP/Deepface/data/expression/train/image/04115.jpg,"[439, 424, 969, 1073]",4,Sadness,1464,2196
/mnt/MCP/Deepface/data/expression/train/image/02082.jpg,"[190, 172, 435, 446]",3,Happiness,638,957
/mnt/MCP/Deepface/data/expression/train/image/01289.jpg,"[103, 89, 222, 238]",0,Surprise,316,475
/mnt/MCP/Deepface/data/expression/train/image/06144.jpg,"[52, 47, 112, 128]",3,Happiness,170,255
/mnt/MCP/Deepface/data/expression/train/image/08305.jpg,"[170, 153, 353, 424]",4,Sadness,561,842
/mnt/MCP/Deepface/data/expression/train/image/08261.jpg,"[98, 91, 194, 229]",1,Fear,302,453
/mnt/MCP/Deepface/data/expression/train/image/10542.jpg,"[72, 65, 146, 180]",6,Neutral,244,366
/mnt/MCP/Deepface/data/expression/train/image/11718.jpg,"[152, 100, 306, 341]",6,Neutral,444,666
/mnt/MCP/Deepface/data/expression/train/image/09397.jpg,"[346, 317, 777, 870]",1,Fear,1144,1717
/mnt/MCP/Deepface/data/expression/train/image/10426.jpg,"[64, 66, 135, 151]",6,Neutral,211,316
/mnt/MCP/Deepface/data/expression/train/image/05260.jpg,"[327, 284, 660, 734]",5,Anger,979,1468
/mnt/MCP/Deepface/data/expression/train/image/07231.jpg,"[44, 35, 80, 86]",0,Surprise,119,179
/mnt/MCP/Deepface/data/expression/train/image/05304.jpg,"[214, 212, 472, 596]",5,Anger,796,1195
/mnt/MCP/Deepface/data/expression/train/image/03293.jpg,"[85, 59, 175, 182]",3,Happiness,249,374
/mnt/MCP/Deepface/data/expression/train/image/07355.jpg,"[61, 54, 129, 143]",4,Sadness,189,284
/mnt/MCP/Deepface/data/expression/train/image/00098.jpg,"[144, 135, 309, 354]",3,Happiness,484,727
/mnt/MCP/Deepface/data/expression/train/image/00334.jpg,"[99, 105, 230, 284]",3,Happiness,367,550
/mnt/MCP/Deepface/data/expression/train/image/02365.jpg,"[58, 51, 126, 136]",3,Happiness,187,280
/mnt/MCP/Deepface/data/expression/train/image/00250.jpg,"[63, 44, 135, 140]",3,Happiness,191,287
/mnt/MCP/Deepface/data/expression/train/image/04396.jpg,"[412, 394, 923, 1102]",0,Surprise,1356,2034
/mnt/MCP/Deepface/data/expression/train/image/02201.jpg,"[103, 92, 214, 232]",3,Happiness,328,493
/mnt/MCP/Deepface/data/expression/train/image/03507.jpg,"[40, 33, 78, 84]",0,Surprise,110,165
/mnt/MCP/Deepface/data/expression/train/image/05490.jpg,"[419, 309, 985, 1067]",3,Happiness,1384,2076
/mnt/MCP/Deepface/data/expression/train/image/01556.jpg,"[268, 160, 588, 588]",0,Surprise,792,1188
/mnt/MCP/Deepface/data/expression/train/image/02639.jpg,"[95, 85, 221, 253]",3,Happiness,331,497
/mnt/MCP/Deepface/data/expression/train/image/03463.jpg,"[32, 31, 71, 84]",3,Happiness,110,165
/mnt/MCP/Deepface/data/expression/train/image/01432.jpg,"[72, 59, 149, 169]",2,Disgust,232,348
/mnt/MCP/Deepface/data/expression/train/image/05988.jpg,"[147, 128, 321, 358]",3,Happiness,487,730
/mnt/MCP/Deepface/data/expression/train/image/00668.jpg,"[85, 56, 198, 205]",3,Happiness,276,414
/mnt/MCP/Deepface/data/expression/train/image/06453.jpg,"[64, 53, 124, 133]",3,Happiness,184,277
/mnt/MCP/Deepface/data/expression/train/image/07609.jpg,"[80, 65, 147, 149]",3,Happiness,213,320
/mnt/MCP/Deepface/data/expression/train/image/02595.jpg,"[163, 142, 312, 326]",3,Happiness,456,684
/mnt/MCP/Deepface/data/expression/train/image/05658.jpg,"[481, 387, 1018, 1100]",5,Anger,1507,2260
/mnt/MCP/Deepface/data/expression/train/image/04402.jpg,"[31, 25, 57, 61]",5,Anger,88,133
/mnt/MCP/Deepface/data/expression/train/image/06537.jpg,"[121, 115, 244, 276]",4,Sadness,399,599
/mnt/MCP/Deepface/data/expression/train/image/04566.jpg,"[41, 36, 84, 91]",2,Disgust,126,190
/mnt/MCP/Deepface/data/expression/train/image/08989.jpg,"[213, 160, 456, 472]",0,Surprise,632,949
/mnt/MCP/Deepface/data/expression/train/image/11320.jpg,"[87, 94, 231, 279]",6,Neutral,369,553
/mnt/MCP/Deepface/data/expression/train/image/08491.jpg,"[83, 67, 160, 170]",3,Happiness,240,360
/mnt/MCP/Deepface/data/expression/train/image/11244.jpg,"[158, 113, 326, 329]",6,Neutral,471,707
/mnt/MCP/Deepface/data/expression/train/image/09567.jpg,"[76, 60, 148, 159]",2,Disgust,228,342
/mnt/MCP/Deepface/data/expression/train/image/09403.jpg,"[37, 28, 70, 75]",2,Disgust,103,154
/mnt/MCP/Deepface/data/expression/train/image/08659.jpg,"[107, 92, 211, 230]",3,Happiness,326,489
/mnt/MCP/Deepface/data/expression/train/image/07642.jpg,"[133, 116, 289, 308]",3,Happiness,434,651
/mnt/MCP/Deepface/data/expression/train/image/06418.jpg,"[296, 271, 570, 620]",0,Surprise,862,1293
/mnt/MCP/Deepface/data/expression/train/image/04835.jpg,"[396, 365, 986, 1081]",4,Sadness,1344,2016
/mnt/MCP/Deepface/data/expression/train/image/06864.jpg,"[114, 94, 224, 243]",3,Happiness,342,513
/mnt/MCP/Deepface/data/expression/train/image/04449.jpg,"[34, 34, 64, 72]",3,Happiness,105,158
/mnt/MCP/Deepface/data/expression/train/image/03784.jpg,"[36, 24, 62, 64]",3,Happiness,90,136
